0^1^BH^1^26Q^Q2^A^^^CHNC03120F^^AAACA7307H^No^0^2023-2024^2024-2025^9^^TEJ RELIANCE INTERNATIONAL PVT.  LTD.^^^^^124^^RAGA ROAD ^682019^^^^^^0^^^^AMDPF4482V^^ERNAKULAM^16^RAJKM@GMAIL.COM^^2^RAJ KUMAR^DIRECTOR^124^^RAGA ROAD ^^^^^2^^^ERNAKULAM^16^682019^RAJKM@GMAIL.COM^^9333446678^2^^LineHash
0^2^CD^1^--Select--^3323.00^0.00^0.00^0.00^0.00^0.00^^3323.00^^^6390340^^07/08/2023^^^No^0.00^0.00^200^^LineHash
0^3^CD^1^--Select--^3900.00^0.00^0.00^0.00^0.00^0.00^^3900.00^^^6390009^^07/08/2023^^^No^0.00^0.00^200^^LineHash
0^4^CD^1^--Select--^7179.00^0.00^0.00^0.00^0.00^0.00^^7179.00^^^6390009^^07/09/2023^^^No^0.00^0.00^200^^LineHash
0^5^CD^1^--Select--^900.00^0.00^0.00^0.00^0.00^0.00^^900.00^^^6390009^^07/10/2023^^^No^0.00^0.00^200^^LineHash
0^6^DD^1^1^--Select--^6390340^07/08/2023^^94C^3323.00^0.00^0.00^3323.00^1^^^AABPA4307O^V.S Enterprises^31/07/2023^265030.00^2650.00^0.00^0.00^2650.00^^2650.00^^07/08/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^7^DD^1^1^--Select--^6390340^07/08/2023^^94C^3323.00^0.00^0.00^3323.00^2^^^ANAFA8307K^Modin technolog^31/07/2023^33649.00^673.00^0.00^0.00^673.00^^673.00^^07/08/2023^--Select--^02^2.0000^--Select--^^^^^^^^^^^LineHash
0^8^DD^1^2^--Select--^6390009^07/08/2023^^4JB^3900.00^0.00^0.00^3900.00^1^^^AAUFA3507S^Tax Sarthi ^31/07/2023^39000.00^3900.00^0.00^0.00^3900.00^^3900.00^^07/09/2023^--Select--^02^10.0000^--Select--^^^^^^^^^^^LineHash
0^9^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^1^^^AAMFS2345F^Rajesh & Sons^02/08/2023^42889.00^858.00^0.00^0.00^858.00^^858.00^^07/09/2023^--Select--^02^2.0000^--Select--^^^^^^^^^^^LineHash
0^10^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^2^^^BLWPK6218G^Priya Patel^04/08/2023^36444.00^365.00^0.00^0.00^365.00^^365.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^11^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^3^^^FNEPS6105Q^Akash Agarwa^08/08/2023^13280.00^133.00^0.00^0.00^133.00^^133.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^12^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^4^^^AMEPS4197R^Asha Sharma^11/08/2023^95628.00^957.00^0.00^0.00^957.00^^957.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^13^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^5^^^AAQFE1896J^Kapoor & Sons^15/08/2023^81403.00^1628.00^0.00^0.00^1628.00^^1628.00^^07/09/2023^--Select--^02^2.0000^--Select--^^^^^^^^^^^LineHash
0^14^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^6^^^DAHPS7058L^Rohan Singh^17/08/2023^30391.00^304.00^0.00^0.00^304.00^^304.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^15^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^7^^^BAOPY3435G^David Miller^19/08/2023^60686.00^607.00^0.00^0.00^607.00^^607.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^16^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^8^^^CPHPD8413C^Ethan Walker^20/08/2023^78799.00^788.00^0.00^0.00^788.00^^788.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^17^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^9^^^EQAPP9525B^Aditya Kumar^25/08/2023^70804.00^709.00^0.00^0.00^709.00^^709.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^18^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^10^^^BORPI9593R^Noah Garcia^29/08/2023^28006.00^281.00^0.00^0.00^281.00^^281.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^19^DD^1^3^--Select--^6390009^07/09/2023^^94C^7179.00^0.00^0.00^7179.00^11^^^AAFPT9735J^Michael Johnson^31/08/2023^54854.00^549.00^0.00^0.00^549.00^^549.00^^07/09/2023^--Select--^02^1.0000^--Select--^^^^^^^^^^^LineHash
0^20^DD^1^4^--Select--^6390009^07/10/2023^^94H^900.00^0.00^0.00^900.00^1^^^AACFB4709T^Agro Traders^26/09/2023^18000.00^900.00^0.00^0.00^900.00^^900.00^^07/10/2023^--Select--^02^5.0000^--Select--^^^^^^^^^^^LineHash
