0^1^BH^1^24Q^Q3^A^^^CHNS07487E^^HJBCR5483E^No^0^2023-2024^2024-2025^9^^MEGHA PHARMACEUTICALS LTD^KOLLAM^^^^117^KOLLAM^CHANDRALEKHA ROAD^691001^^^^^^0^^^^BEYPH2788J^AYUSH VILLAS^KOLLAM^16^^^2^MANJU PALAK ^CFO ^117^AYUSH VILLAS^CHANDRALEKHA ROAD^^^^^2^^KOLLAM^KOLLAM^16^691001^MPALAK7GMAIL.COM^^6518932263^0^^LineHash
0^2^CD^1^--Select--^75690.00^0.00^0.00^0.00^0.00^0.00^^75690.00^^^9995642^^07/11/2023^^55749^No^0.00^0.00^200^^LineHash
0^3^CD^1^--Select--^76140.00^0.00^0.00^0.00^0.00^0.00^^76140.00^^^9995642^^07/12/2023^^25485^No^0.00^0.00^200^^LineHash
0^4^CD^1^--Select--^76220.00^0.00^0.00^0.00^0.00^0.00^^76220.00^^^9995642^^07/01/2023^^68662^No^0.00^0.00^200^^LineHash
0^5^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^1^^^VRHPR2468Q^Kritika Sharma^01/10/2023^79000.00^7900.00^0.00^0.00^7900.00^^7900.00^^01/10/2023^--Select--^^^^^LineHash
0^6^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^2^^^ERNPH3548S^Ranbir Kohla^01/10/2023^74000.00^7400.00^0.00^0.00^7400.00^^7400.00^^01/10/2023^--Select--^^^^^LineHash
0^7^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^3^^^CEBPI2117S^Naira Maheshwari^01/10/2023^81200.00^8120.00^0.00^0.00^8120.00^^8120.00^^01/10/2023^--Select--^^^^^LineHash
0^8^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^4^^^HJEPU4864D^Shika Parekh^01/10/2023^94000.00^9400.00^0.00^0.00^9400.00^^9400.00^^01/10/2023^--Select--^^^^^LineHash
0^9^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^5^^^VSBPE5242D^Isha Sheikh^01/10/2023^98200.00^9820.00^0.00^0.00^9820.00^^9820.00^^01/10/2023^--Select--^^^^^LineHash
0^10^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^6^^^FGSPD2560E^Amal Nath ^01/10/2023^88800.00^8880.00^0.00^0.00^8880.00^^8880.00^^01/10/2023^--Select--^^^^^LineHash
0^11^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^7^^^DWEPE1860L^Rithika Sehgal^01/10/2023^79800.00^7980.00^0.00^0.00^7980.00^^7980.00^^01/10/2023^--Select--^^^^^LineHash
0^12^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^8^^^CNWPF5668Z^Habeeb Ahamed^01/10/2023^76500.00^7650.00^0.00^0.00^7650.00^^7650.00^^01/10/2023^--Select--^^^^^LineHash
0^13^DD^1^1^--Select--^9995642^07/11/2023^55749^92B^75690.00^0.00^0.00^75690.00^9^^^RGIPD5478I^Christy Francis^01/10/2023^85400.00^8540.00^0.00^0.00^8540.00^^8540.00^^01/10/2023^--Select--^^^^^LineHash
0^14^DD^1^2^--Select--^9995642^07/12/2023^25485^92B^76140.00^0.00^0.00^76140.00^1^^^FGSPD2560E^Amal Nath ^01/11/2023^88800.00^8880.00^0.00^0.00^8880.00^^8880.00^^01/11/2023^--Select--^^^^^LineHash
