0^1^BH^1^26Q^Q1^A^^^NGPO02911G^^NJMFJ5866G^No^0^2023-2024^2024-2025^16^^CORRY CEMENTS^KALOOR ^^^^672^^^682017^^^^^^0^^^^^^^16^^^2^AAMINA FIROZ^PARTNER^672^^^^^^^2^^^^16^682017^^^^0^^LineHash
0^2^CD^1^--Select--^54148.00^0.00^0.00^0.00^0.00^0.00^^54148.00^^^3544860^^06/05/2023^^^No^0.00^0.00^200^^LineHash
0^3^CD^1^--Select--^54983.00^0.00^0.00^0.00^0.00^0.00^^54983.00^^^3544860^^06/06/2023^^^No^0.00^0.00^200^^LineHash
0^4^CD^1^--Select--^98412.00^0.00^0.00^0.00^0.00^0.00^^98412.00^^^3544860^^06/06/2023^^^No^0.00^0.00^200^^LineHash
0^5^CD^1^--Select--^95133.00^0.00^0.00^0.00^0.00^0.00^^95133.00^^^3544860^^06/07/2023^^^No^0.00^0.00^200^^LineHash
0^6^CD^1^--Select--^65869.00^0.00^0.00^0.00^0.00^0.00^^65869.00^^^3544860^^06/07/2023^^^No^0.00^0.00^200^^LineHash
0^7^DD^1^1^--Select--^3544860^06/05/2023^^4IB^54148.00^0.00^0.00^54148.00^1^^^BHYFR2348J^Abhira Estates^28/05/2023^30000^3000.00^0.00^^3000.00^^3000.00^^06/05/2023^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^8^DD^1^1^--Select--^3544860^06/05/2023^^4IB^54148.00^0.00^0.00^54148.00^2^^^HJVPY5487M^Eden Parker ^29/04/2023^45,000^4500.00^0.00^^4500.00^^4500.00^^06/06/2023^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^9^DD^1^1^--Select--^3544860^06/05/2023^^4IB^54148.00^0.00^0.00^54148.00^3^^^GHDPE6540W^Rudra Singh ^29/04/2023^54,200^5420.00^0.00^^5420.00^^5420.00^^06/06/2023^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^10^DD^1^1^--Select--^3544860^06/05/2023^^4IB^54148.00^0.00^0.00^54148.00^4^^^BUICF5683A^Mahima Estates Ltd.^30/04/2023^48,900^4890.00^0.00^^4890.00^^4890.00^^06/06/2023^--Select--^--Select--^^--Select--^^^^^^^^^^^LineHash
0^11^DD^1^1^--Select--^3544860^06/05/2023^^4IB^54148.00^0.00^0.00^54148.00^5^^^GHTPS5485R^Mahira Kunal ^30/04/2023^38,600^3860.00^0.00^^3860.00^^3860.00^^06/06/2023^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^12^DD^1^1^--Select--^3544860^06/05/2023^^4IB^54148.00^0.00^0.00^54148.00^6^^^JHFCV9872G^Rajesh Buildings Ltd.^28/05/2023^55,000^5500.00^0.00^^5500.00^^5500.00^^^--Select--^01^^--Select--^^^^^^^^^^^LineHash
0^13^DD^1^2^--Select--^3544860^06/06/2023^^4IB^54983.00^0.00^0.00^54983.00^1^^^GHDPE6540W^Rudra Singh ^28/05/2023^54,200^5420.00^0.00^^5420.00^^5420.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^14^DD^1^2^--Select--^3544860^06/06/2023^^4IB^54983.00^0.00^0.00^54983.00^2^^^JHFCV9872G^Rajesh Buildings Ltd.^29/05/2023^55,000^5500.00^0.00^^5500.00^^5500.00^^^--Select--^01^^--Select--^^^^^^^^^^^LineHash
0^15^DD^1^2^--Select--^3544860^06/06/2023^^4IB^54983.00^0.00^0.00^54983.00^3^^^GHTPS5485R^Mahira Kunal ^29/05/2023^38,600^3860.00^0.00^^3860.00^^3860.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^16^DD^1^2^--Select--^3544860^06/06/2023^^4IB^54983.00^0.00^0.00^54983.00^4^^^BUICF5683A^Mahima Estates Ltd.^30/05/2023^48,900^4890.00^0.00^^4890.00^^4890.00^^^--Select--^--Select--^^--Select--^^^^^^^^^^^LineHash
0^17^DD^1^2^--Select--^3544860^06/06/2023^^4IB^54983.00^0.00^0.00^54983.00^5^^^HJVPY5487M^Eden Parker ^30/05/2023^45,000^4500.00^0.00^^4500.00^^4500.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^18^DD^1^2^--Select--^3544860^06/06/2023^^4IB^54983.00^0.00^0.00^54983.00^6^^^BHYFR2348J^Abhira Estates^26/05/2023^30,000^3000.00^0.00^^3000.00^^3000.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^19^DD^1^3^--Select--^3544860^06/06/2023^^4JB^98412.00^0.00^0.00^98412.00^1^^^CWSCJ1668E^Meghna & Associates Ltd.^28/05/2023^46,500^4650.00^0.00^^4650.00^^4650.00^^^--Select--^01^^--Select--^^^^^^^^^^^LineHash
0^20^DD^1^3^--Select--^3544860^06/06/2023^^4JB^98412.00^0.00^0.00^98412.00^2^^^ZQEFP5567B^Sherawat & Sherawat Firm^28/05/2023^52,100^5210.00^0.00^^5210.00^^5210.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^21^DD^1^3^--Select--^3544860^06/06/2023^^4JB^98412.00^0.00^0.00^98412.00^3^^^EQDFL1598A^Shimora Taxperts^30/05/2023^58,600^5860.00^0.00^^5860.00^^5860.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^22^DD^1^3^--Select--^3544860^06/06/2023^^4JB^98412.00^0.00^0.00^98412.00^4^^^CERFR5256K^Shivangi Associates^30/05/2023^35,000^700.00^0.00^^700.00^^700.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
