0^1^BH^1^24Q^Q1^A^^^TVDR00092B^^AADFA3190M^No^0^2023-2024^2024-2025^16^^RAJ MOHAN & SONS^KOZHIKODE^^^^B 43^KOZHIKODE^RAJAJI ROAD^673005^^^^^^0^^^^AWDPA4692H^AZAD TOWER^KOZHIKODE^16^^^2^RAJ MOHAN^PARTNER^B 43^AZAD TOWER^RAJAJI ROAD^^^^^2^^KOZHIKODE^KOZHIKODE^16^673005^RAJMOHAN@GMAIL.COM^^9847527467^0^^LineHash
0^2^CD^1^--Select--^28800.00^0.00^0.00^0.00^0.00^0.00^^28800.00^^^7240586^^07/05/2023^^^No^0.00^0.00^--Select--^^LineHash
0^3^CD^1^--Select--^28800.00^0.00^0.00^0.00^0.00^0.00^^28800.00^^^7240586^^07/06/2023^^^No^0.00^0.00^--Select--^^LineHash
0^4^CD^1^--Select--^28800.00^0.00^0.00^0.00^0.00^0.00^^28800.00^^^7240586^^07/06/2023^^^No^0.00^0.00^--Select--^^LineHash
0^5^DD^1^1^--Select--^7240586^07/05/2023^^92B^28800.00^0.00^0.00^28800.00^1^^^ABTPS0776Q^Priya Sharma^30/04/2023^80000.00^8000.00^0.00^0.00^8000.00^^8000.00^^^--Select--^^^^^LineHash
0^6^DD^1^1^--Select--^7240586^07/05/2023^^92B^28800.00^0.00^0.00^28800.00^2^^^BACPJ0907M^Ranjit Das^30/04/2023^75000.00^7500.00^0.00^0.00^7500.00^^7500.00^^^--Select--^^^^^LineHash
0^7^DD^1^1^--Select--^7240586^07/05/2023^^92B^28800.00^0.00^0.00^28800.00^3^^^BCMPD1743J^Kavita Patel^30/04/2023^65000.00^6500.00^0.00^0.00^6500.00^^6500.00^^^--Select--^^^^^LineHash
0^8^DD^1^1^--Select--^7240586^07/05/2023^^92B^28800.00^0.00^0.00^28800.00^4^^^AWIPS0314R^Akash Singh^30/04/2023^68000.00^6800.00^0.00^0.00^6800.00^^6800.00^^^--Select--^^^^^LineHash
0^9^DD^1^2^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^1^^^ABTPS0776Q^Priya Sharma^31/05/2023^80000.00^8000.00^0.00^0.00^8000.00^^8000.00^^^--Select--^^^^^LineHash
0^10^DD^1^2^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^2^^^BACPJ0907M^Ranjit Das^31/05/2023^75000.00^7500.00^0.00^0.00^7500.00^^7500.00^^^--Select--^^^^^LineHash
0^11^DD^1^2^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^3^^^BCMPD1743J^Kavita Patel^31/05/2023^65000.00^6500.00^0.00^0.00^6500.00^^6500.00^^^--Select--^^^^^LineHash
0^12^DD^1^2^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^4^^^AWIPS0314R^Akash Singh^31/05/2023^68000.00^6800.00^0.00^0.00^6800.00^^6800.00^^^--Select--^^^^^LineHash
0^13^DD^1^3^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^1^^^BACPJ0907M^Ranjit Das^30/06/2023^75000.00^7500.00^0.00^0.00^7500.00^^7500.00^^^--Select--^^^^^LineHash
0^14^DD^1^3^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^2^^^BCMPD1743J^Kavita Patel^30/06/2023^65000.00^6500.00^0.00^0.00^6500.00^^6500.00^^^--Select--^^^^^LineHash
0^15^DD^1^3^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^3^^^AWIPS0314R^Akash Singh^30/06/2023^68000.00^6800.00^0.00^0.00^6800.00^^6800.00^^^--Select--^^^^^LineHash
0^16^DD^1^3^--Select--^7240586^07/06/2023^^92B^28800.00^0.00^0.00^28800.00^4^^^DBMPM0716H^Manu K^30/06/2023^89000.00^8900.00^0.00^0.00^8900.00^^8900.00^^^--Select--^^^^^LineHash
