0^1^BH^1^24Q^Q2^A^^^TVDK36954B^^ADDCE5826L^No^0^2023-2024^2024-2025^9^^KIARA COSMETICS LTD^MUMBAI^^^^C 52^MUMBAI^SUBHASH ROAD^400001^^6289641731^^^^0^^^^OFRPH4268P^SHARMAS TOWER^MUMBAI^19^RISHGUJRAL2@GMAIL.COM^^2^RISHAB GUJRAL^FINANCE DIRECTOR^C 52^SHARMAS TOWER^SUBHASH ROAD^^^^^2^^MUMBAI^MUMBAI^19^400001^RISHGUJRAL2@GMAIL.COM^^6289641731^2^^LineHash
0^2^CD^1^--Select--^54600.00^0.00^0.00^0.00^0.00^0.00^^54600.00^^^7896543^^05/08/2023^^95472^No^0.00^0.00^200^^LineHash
0^3^CD^1^--Select--^54600.00^0.00^0.00^0.00^0.00^0.00^^54600.00^^^7896543^^05/09/2023^^36475^No^0.00^0.00^200^^LineHash
0^4^CD^1^--Select--^55800.00^0.00^0.00^0.00^0.00^0.00^^55800.00^^^7896543^^05/10/2023^^15264^No^0.00^0.00^200^^LineHash
0^5^DD^1^1^--Select--^7896543^05/08/2023^95472^92B^54600.00^0.00^0.00^54600.00^1^^^DEHPL6265G^Karan Shukla^31/07/2023^70000.00^7000.00^0.00^0.00^7000.00^^7000.00^^31/07/2023^--Select--^^^^^LineHash
0^6^DD^1^1^--Select--^7896543^05/08/2023^95472^92B^54600.00^0.00^0.00^54600.00^2^^^LHGPE2864D^Mahima Natan^31/07/2023^72000.00^7200.00^0.00^0.00^7200.00^^7200.00^^31/07/2023^--Select--^^^^^LineHash
0^7^DD^1^1^--Select--^7896543^05/08/2023^95472^92B^54600.00^0.00^0.00^54600.00^3^^^MNFPS3248V^Shiva Reddy^31/07/2023^78000.00^7800.00^0.00^0.00^7800.00^^7800.00^^31/07/2023^--Select--^^^^^LineHash
0^8^DD^1^1^--Select--^7896543^05/08/2023^95472^92B^54600.00^0.00^0.00^54600.00^4^^^KHBPR6532C^Komal Poddar^31/07/2023^74000.00^7400.00^0.00^0.00^7400.00^^7400.00^^31/07/2023^--Select--^^^^^LineHash
0^9^DD^1^1^--Select--^7896543^05/08/2023^95472^92B^54600.00^0.00^0.00^54600.00^5^^^NJEPV2368R^Aryan Khanna^31/07/2023^91000.00^9100.00^0.00^0.00^9100.00^^9100.00^^31/07/2023^--Select--^^^^^LineHash
0^10^DD^1^1^--Select--^7896543^05/08/2023^95472^92B^54600.00^0.00^0.00^54600.00^6^^^YUGPR6587O^Omkar Vignesh^31/07/2023^84000.00^8400.00^0.00^0.00^8400.00^^8400.00^^31/07/2023^--Select--^^^^^LineHash
0^11^DD^1^1^--Select--^7896543^05/08/2023^95472^92B^54600.00^0.00^0.00^54600.00^7^^^CRNPI5254R^Renuka Madhav^31/07/2023^77000.00^7700.00^0.00^0.00^7700.00^^7700.00^^31/07/2023^--Select--^^^^^LineHash
0^12^DD^1^2^--Select--^7896543^05/09/2023^36475^92B^54600.00^0.00^0.00^54600.00^1^^^NJEPV2368R^Aryan Khanna^31/08/2023^91000.00^9100.00^0.00^0.00^9100.00^^9100.00^^31/08/2023^--Select--^^^^^LineHash
0^13^DD^1^2^--Select--^7896543^05/09/2023^36475^92B^54600.00^0.00^0.00^54600.00^2^^^DEHPL6265G^Karan Shukla^31/08/2023^70000.00^7000.00^0.00^0.00^7000.00^^7000.00^^31/08/2023^--Select--^^^^^LineHash
0^14^DD^1^2^--Select--^7896543^05/09/2023^36475^92B^54600.00^0.00^0.00^54600.00^3^^^KHBPR6532C^Komal Poddar^31/08/2023^74000.00^7400.00^0.00^0.00^7400.00^^7400.00^^31/08/2023^--Select--^^^^^LineHash
0^15^DD^1^2^--Select--^7896543^05/09/2023^36475^92B^54600.00^0.00^0.00^54600.00^4^^^LHGPE2864D^Mahima Natan^31/08/2023^72000.00^7200.00^0.00^0.00^7200.00^^7200.00^^31/08/2023^--Select--^^^^^LineHash
0^16^DD^1^2^--Select--^7896543^05/09/2023^36475^92B^54600.00^0.00^0.00^54600.00^5^^^YUGPR6587O^Omkar Vignesh^31/08/2023^84000.00^8400.00^0.00^0.00^8400.00^^8400.00^^31/08/2023^--Select--^^^^^LineHash
0^17^DD^1^2^--Select--^7896543^05/09/2023^36475^92B^54600.00^0.00^0.00^54600.00^6^^^CRNPI5254R^Renuka Madhav^31/08/2023^77000.00^7700.00^0.00^0.00^7700.00^^7700.00^^31/08/2023^--Select--^^^^^LineHash
0^18^DD^1^2^--Select--^7896543^05/09/2023^36475^92B^54600.00^0.00^0.00^54600.00^7^^^MNFPS3248V^Shiva Reddy^31/08/2023^78000.00^7800.00^0.00^0.00^7800.00^^7800.00^^31/08/2023^--Select--^^^^^LineHash
0^19^DD^1^3^--Select--^7896543^05/10/2023^15264^92B^55800.00^0.00^0.00^55800.00^1^^^JCWPY2654F^Hima Sagar^30/09/2023^82000.00^8200.00^0.00^0.00^8200.00^^8200.00^^30/09/2023^--Select--^^^^^LineHash
0^20^DD^1^3^--Select--^7896543^05/10/2023^15264^92B^55800.00^0.00^0.00^55800.00^2^^^YUGPR6587O^Omkar Vignesh^30/09/2023^84000.00^8400.00^0.00^0.00^8400.00^^8400.00^^30/09/2023^--Select--^^^^^LineHash
0^21^DD^1^3^--Select--^7896543^05/10/2023^15264^92B^55800.00^0.00^0.00^55800.00^3^^^LHGPE2864D^Mahima Natan^30/09/2023^72000.00^7200.00^0.00^0.00^7200.00^^7200.00^^30/09/2023^--Select--^^^^^LineHash
0^22^DD^1^3^--Select--^7896543^05/10/2023^15264^92B^55800.00^0.00^0.00^55800.00^4^^^KHBPR6532C^Komal Poddar^30/09/2023^74000.00^7400.00^0.00^0.00^7400.00^^7400.00^^30/09/2023^--Select--^^^^^LineHash
0^23^DD^1^3^--Select--^7896543^05/10/2023^15264^92B^55800.00^0.00^0.00^55800.00^5^^^NJEPV2368R^Aryan Khanna^30/09/2023^91000.00^9100.00^0.00^0.00^9100.00^^9100.00^^30/09/2023^--Select--^^^^^LineHash
0^24^DD^1^3^--Select--^7896543^05/10/2023^15264^92B^55800.00^0.00^0.00^55800.00^6^^^DEHPL6265G^Karan Shukla^30/09/2023^70000.00^7000.00^0.00^0.00^7000.00^^7000.00^^30/09/2023^--Select--^^^^^LineHash
0^25^DD^1^3^--Select--^7896543^05/10/2023^15264^92B^55800.00^0.00^0.00^55800.00^7^^^HCRPW1459E^Deena Modi^30/09/2023^85000.00^8500.00^0.00^0.00^8500.00^^8500.00^^30/09/2023^--Select--^^^^^LineHash
