0^1^BH^1^24Q^Q2^A^^^TVDK36954B^^ADDCE5826L^No^0^2022-2023^2023-2024^0^^KIARA COSMETICS LTD ^MUMBAI^^^^^MUMBAI^^40001^^^^^^0^^^^^^^^^^0^RISHABH GUJRAL^FINACE ADVISOR^^^^^^^^0^^MUMBAI^^^400001^^^^0^^LineHash
0^2^CD^1^--Select--^54600.00^0.00^0.00^0.00^0.00^0.00^^54600.00^^^7896543^^^^^No^0.00^0.00^--Select--^^LineHash
0^3^CD^1^--Select--^54600.00^0.00^0.00^0.00^0.00^0.00^^54600.00^^^7896543^^^^^No^0.00^0.00^--Select--^^LineHash
0^4^CD^1^--Select--^54600.00^0.00^0.00^0.00^0.00^0.00^^54600.00^^^7896543^^^^^No^0.00^0.00^--Select--^^LineHash
0^5^DD^1^1^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^1^^^^Karan Shukla^^70,000^7000.00^^^7000.00^^7000.00^^^--Select--^^^^^LineHash
0^6^DD^1^1^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^2^^^^Mahima Natan^^72,000^7200.00^^^7200.00^^7200.00^^^--Select--^^^^^LineHash
0^7^DD^1^1^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^3^^^^Shiva Reddy^^78,000^7800.00^^^7800.00^^7800.00^^^--Select--^^^^^LineHash
0^8^DD^1^1^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^4^^^^Komal Poddar^^74,000^7400.00^^^7400.00^^7400.00^^^--Select--^^^^^LineHash
0^9^DD^1^1^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^5^^^^Aryan Khanna^^91,000^9100.00^^^9100.00^^9100.00^^^--Select--^^^^^LineHash
0^10^DD^1^1^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^6^^^^Omkar Vignesh^^84,000^8400.00^^^8400.00^^8400.00^^^--Select--^^^^^LineHash
0^11^DD^1^1^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^7^^^^Renuka Madhav^^77,000^7700.00^^^7700.00^^7700.00^^^--Select--^^^^^LineHash
0^12^DD^1^2^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^1^^^^Aryan Khanna^^91,000^9100.00^^^9100.00^^9100.00^^^--Select--^^^^^LineHash
0^13^DD^1^2^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^2^^^^Karan Shukla^^70,000^7000.00^^^7000.00^^7000.00^^^--Select--^^^^^LineHash
0^14^DD^1^2^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^3^^^^Komal Poddar^^74,000^7400.00^^^7400.00^^7400.00^^^--Select--^^^^^LineHash
0^15^DD^1^2^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^4^^^^Mahima Natan^^72,000^7200.00^^^7200.00^^7200.00^^^--Select--^^^^^LineHash
0^16^DD^1^2^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^5^^^^Omkar Vignesh^^84,000^8400.00^^^8400.00^^8400.00^^^--Select--^^^^^LineHash
0^17^DD^1^2^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^6^^^^Renuka Madhav^^77,000^7700.00^^^7700.00^^7700.00^^^--Select--^^^^^LineHash
0^18^DD^1^2^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^7^^^^Shiva Reddy^^78,000^7800.00^^^7800.00^^7800.00^^^--Select--^^^^^LineHash
0^19^DD^1^3^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^1^^^^Hima Sagar^^82,000^8200.00^^^8200.00^^8200.00^^^--Select--^^^^^LineHash
0^20^DD^1^3^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^2^^^^Omkar Vignesh^^84,000^8400.00^^^8400.00^^8400.00^^^--Select--^^^^^LineHash
0^21^DD^1^3^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^3^^^^Mahima Natan^^72,000^7200.00^^^7200.00^^7200.00^^^--Select--^^^^^LineHash
0^22^DD^1^3^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^4^^^^Komal Poddar^^74,000^7400.00^^^7400.00^^7400.00^^^--Select--^^^^^LineHash
0^23^DD^1^3^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^5^^^^Aryan Khanna^^91,000^9100.00^^^9100.00^^9100.00^^^--Select--^^^^^LineHash
0^24^DD^1^3^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^6^^^^Karan Shukla^^70,000^7000.00^^^7000.00^^7000.00^^^--Select--^^^^^LineHash
0^25^DD^1^3^--Select--^7896543^^^92B^54600.00^0.00^0.00^54600.00^7^^^^Deena Modi^^85,000^8500.00^^^8500.00^^8500.00^^^--Select--^^^^^LineHash
